time [ms],led_0,led_1,led_2,led_3
42840,0,6,3,8
42887,0,5,3,8
42933,0,6,3,9
42980,0,8,3,9
43026,0,8,4,9
43073,0,8,2,9
43119,0,8,3,9
43165,0,8,4,9
43212,0,6,3,8
43258,0,9,2,9
43305,0,7,3,9
43351,0,8,2,9
43398,0,8,3,9
43444,0,9,3,10
43490,0,9,3,9
43537,0,9,2,9
43583,0,10,3,9
43630,0,10,2,9
43676,0,8,3,9
43723,0,9,2,10
43769,0,9,2,9
43816,0,10,3,9
43862,0,10,3,9
43908,0,10,3,9
43955,0,9,3,9
44001,0,9,2,9
44048,0,9,3,9
44094,0,9,2,9
44141,0,9,3,9
44187,0,8,3,9
44234,0,8,3,9
44280,0,9,3,9
44326,0,10,2,9
44373,0,9,2,9
44419,0,9,2,9
44466,0,9,2,9
44512,0,10,2,9
44559,0,10,2,9
44605,0,9,2,9
44651,0,10,3,9
44698,0,10,4,9
44744,0,9,3,9
44791,0,10,3,9
44837,0,9,3,9
44884,0,9,2,9
44930,0,10,3,9
44977,0,9,3,9
45023,0,9,3,9
45069,0,10,2,9
45116,0,10,2,9
45162,0,10,2,9
45209,0,10,2,9
45255,0,10,2,9
45302,0,10,3,9
45348,0,9,3,9
45395,0,10,3,9
45441,0,10,3,9
45487,0,10,3,9
45534,0,10,3,9
45580,0,10,3,9
45627,0,10,3,9
45673,0,10,4,9
45720,0,10,3,9
45766,0,10,3,9
45812,0,10,3,9
45859,0,10,3,9
45905,0,10,3,9
45952,0,10,3,9
45998,0,10,3,9
46045,0,10,3,9
46091,0,10,2,9
46138,0,10,3,9
46184,0,10,2,9
46230,0,10,3,9
46277,0,10,3,9
46323,0,10,3,9
46370,0,10,3,9
46416,0,10,3,9
46463,0,10,3,9
46509,0,10,3,9
46555,0,10,3,9
46602,0,10,2,9
46648,0,10,3,9
46695,0,9,3,9
46741,0,9,3,9
46788,0,9,3,9
46834,0,8,3,9
46881,0,8,2,8
46927,0,7,3,8
46973,0,7,3,8
47020,0,8,2,8
47066,0,9,3,9
47113,0,9,3,9
47159,0,9,2,9
47206,0,9,3,9
47252,0,9,3,8
47299,0,9,3,9
47345,0,9,3,9
47391,0,10,3,9
47438,0,9,3,8
47484,0,10,3,9
47531,0,10,3,9
47577,0,10,3,9
47624,0,10,2,9
47670,0,10,2,9
47716,0,10,2,9
47763,0,10,2,9
47809,0,10,3,9
47856,0,10,3,9
47902,0,9,3,9
47949,0,9,3,9
47995,0,9,3,9
48042,0,9,3,9
48088,0,9,3,9
48134,0,9,2,9
48181,0,8,2,8
48227,1,8,3,8
48274,2,7,3,8
48320,3,6,3,8
48367,3,6,3,7
48413,4,6,3,8
48460,5,6,3,8
48506,5,6,2,8
48552,5,6,3,8
48599,5,6,3,8
48645,6,6,2,7
48692,5,6,2,8
48738,6,5,3,8
48785,6,6,3,8
48831,6,6,2,8
48877,7,7,3,8
48924,7,7,3,8
48970,7,7,2,8
49017,7,7,3,8
49063,7,7,2,8
49110,7,8,2,8
49156,7,8,3,9
49203,7,8,3,9
49249,7,8,3,9
49295,8,8,3,9
49342,8,8,3,8
49388,8,9,3,9
49435,8,10,2,9
49481,8,10,2,9
49528,8,9,2,9
49574,8,9,2,9
49621,8,9,1,9
49667,9,9,2,9
49713,9,10,2,9
49760,9,9,2,9
49806,9,9,2,9
49853,9,9,1,9
49899,9,9,2,9
49946,9,9,3,9
49992,9,8,2,9
50038,9,8,2,9
50085,9,8,2,9
50131,9,9,2,9
50178,10,8,2,9
50224,10,8,3,9
50271,10,9,2,9
50317,10,8,2,9
50364,10,9,3,9
50410,10,9,2,9
50456,10,9,2,9
50503,10,9,2,9
50549,10,9,2,8
50596,10,9,2,9
50642,10,9,2,9
50689,10,9,2,9
50735,10,9,2,9
50782,10,9,2,9
50828,10,9,2,9
50874,10,8,2,9
50921,10,8,2,9
50967,10,8,2,9
51014,10,7,2,9
51060,10,7,2,9
51107,10,6,2,9
51153,10,6,2,9
51199,10,7,2,9
51246,10,7,2,9
51292,10,7,2,9
51339,10,7,2,9
51385,10,7,2,9
51432,10,7,2,9
51478,10,7,2,9
51525,10,7,2,9
51571,10,7,2,9
51617,10,8,3,9
51664,10,7,2,9
51710,10,7,2,9
51757,9,7,2,9
51803,10,7,2,9
51850,10,7,1,9
51896,9,8,2,9
51943,9,7,2,9
51989,9,7,2,9
52035,10,6,3,9
52082,9,7,3,9
52128,10,8,2,9
52175,10,8,3,9
52221,10,8,2,9
52268,10,8,2,9
52314,10,7,2,9
52360,10,7,2,9
52407,10,7,2,9
52453,10,7,2,9
52500,10,6,3,9
52546,10,6,2,9
52593,10,6,2,9
52639,10,6,2,9
52686,10,7,3,9
52732,10,7,1,9
52778,10,7,2,9
52825,10,7,2,9
52871,10,6,1,9
52918,10,6,1,9
52964,10,6,2,9
53011,10,7,2,9
53057,10,7,2,9
53104,10,7,2,9
53150,10,7,2,9
53196,10,7,2,9
53243,10,7,2,9
53289,10,7,2,9
53336,10,7,2,9
53382,10,7,2,9
53429,10,7,2,9
53475,10,7,2,9
53521,10,7,3,9
53568,10,7,2,9
53614,10,7,2,9
53661,10,7,2,9
53707,9,8,2,9
53754,9,8,2,9
53800,10,9,2,9
53847,10,9,2,9
53893,9,9,1,9
53939,9,9,1,9
53986,9,9,2,9
54032,9,9,2,9
54079,9,9,2,9
54125,9,9,3,9
54172,9,9,2,9
54218,9,9,2,9
54265,9,8,2,9
54311,9,8,2,9
54357,9,9,2,9
54404,9,9,2,9
54450,9,9,3,9
54497,9,9,2,9
54543,9,8,2,9
54590,9,9,2,9
54636,9,9,2,9
54682,9,8,3,9
54729,9,9,2,9
54775,9,9,2,9
54822,9,9,2,9
54868,9,9,2,9
54915,9,9,2,9
54961,8,9,3,9
55008,9,9,2,9
55054,9,9,2,9
55100,9,8,3,9
55147,9,9,3,9
55193,8,9,2,9
55240,9,8,3,9
55286,8,9,2,9
55333,8,8,2,9
55379,8,9,2,9
55426,8,8,2,9
55472,8,9,2,9
55518,8,8,2,9
55565,8,9,2,9
55611,8,8,3,9
55658,8,9,3,9
55704,7,9,2,9
55751,8,8,3,9
55797,8,9,3,9
55843,8,9,3,9
55890,7,8,3,9
55936,7,7,3,9
55983,8,9,3,9
56029,7,9,2,9
56076,7,9,2,9
56122,7,9,2,9
56169,7,8,2,9
56215,7,8,2,9
56261,7,8,2,9
56308,7,8,3,9
56354,7,8,2,9
56401,7,8,2,9
56447,7,9,2,9
56494,7,9,2,10
56540,7,8,2,9
56587,7,7,3,9
56633,7,8,3,9
56679,7,8,2,9
56726,7,9,2,9
56772,8,9,2,9
56819,8,9,1,9
56865,7,8,2,9
56912,7,8,3,9
56958,8,9,2,9
57004,8,9,2,9
57051,7,7,3,9
57097,8,8,3,9
57144,8,7,3,8
