time [ms],led_0,led_1,led_2,led_3
18692,8,2,0,0
18738,3,0,0,0
18784,3,0,0,0
18831,7,0,0,0
18877,6,0,0,0
18924,3,0,0,0
18970,0,0,0,0
19017,0,0,0,0
19063,0,0,0,0
19110,1,0,0,0
19156,3,0,0,0
19202,5,2,0,0
19249,7,2,0,0
19295,5,1,0,0
19342,6,0,0,0
19388,4,1,0,0
19435,6,3,0,0
19481,6,3,0,0
19527,5,1,0,0
19574,1,0,2,6
19620,4,14,14,10
19667,4,15,9,6
19713,7,15,5,3
19760,7,8,6,10
19806,4,4,2,10
19853,1,13,12,11
19899,5,14,13,12
19945,8,13,9,6
19992,7,5,5,4
20038,3,6,5,7
20085,0,14,8,7
20131,6,15,5,3
20178,8,10,3,3
20224,6,6,2,9
20271,5,14,7,7
20317,2,15,8,7
20363,4,14,7,7
20410,4,14,6,5
20456,2,14,5,3
20503,5,14,4,2
20549,4,6,8,10
20596,4,7,4,7
20642,6,12,7,5
20688,7,3,1,11
20735,5,3,4,10
20781,3,13,13,10
20828,4,12,13,10
20874,8,11,7,5
20921,6,4,6,7
20967,9,6,7,4
21014,8,11,14,8
21060,9,12,13,10
21106,8,11,10,8
21153,8,10,8,7
21199,5,10,6,7
21246,8,9,4,6
21292,7,9,3,7
21339,7,4,2,5
21385,9,3,0,2
21432,11,4,0,0
21478,11,4,0,0
21524,11,4,0,0
21571,7,2,0,0
21617,6,0,0,0
21664,9,3,0,0
21710,9,1,0,0
21757,3,1,0,0
21803,8,2,0,0
21849,8,3,0,0
21896,7,3,0,0
21942,5,0,0,0
21989,7,1,0,0
22035,7,0,0,0
22082,4,1,0,0
22128,4,1,0,0
22175,6,2,0,0
22221,8,3,0,0
22267,8,0,0,0
22314,10,3,0,0
22360,8,2,0,0
22407,2,0,0,0
22453,0,0,0,0
22500,0,0,0,0
22546,3,0,0,0
22593,5,0,0,0
22639,8,2,0,0
22685,9,3,0,0
22732,9,2,0,0
22778,7,0,0,0
22825,0,0,0,0
22871,3,3,3,1
22918,4,14,14,11
22964,8,12,7,7
23010,8,15,13,12
23057,4,14,14,7
23103,3,14,11,4
23150,2,13,15,7
23196,6,13,12,11
23243,7,13,11,11
23289,3,12,9,8
23336,6,5,5,11
23382,8,5,4,11
23428,5,2,3,11
23475,1,5,5,6
23521,7,12,12,11
23568,7,12,10,8
23614,7,11,10,8
23661,8,10,4,4
23707,7,4,4,4
23754,7,4,2,3
23800,7,2,0,0
23846,3,1,0,1
23893,1,0,0,0
23939,4,0,0,0
23986,0,0,0,0
24032,0,0,0,0
24079,5,1,0,0
24125,5,2,0,0
24171,6,0,0,0
24218,5,1,0,0
24264,6,2,0,0
24311,2,0,0,0
24357,6,0,0,0
24404,2,0,0,0
24450,3,0,0,0
24497,3,4,5,7
24543,9,15,15,11
24589,8,15,12,9
24636,6,15,8,8
24682,2,15,9,7
24729,5,15,11,10
24775,6,14,12,5
24822,7,14,12,4
24868,6,14,13,8
24915,5,13,10,9
24961,4,13,9,8
25007,5,13,7,6
25054,8,5,3,8
25100,10,5,4,11
25147,10,5,1,9
25193,10,5,3,8
25240,8,10,8,7
25286,9,5,0,3
25332,6,12,10,9
25379,8,11,7,8
25425,6,4,0,2
25472,3,4,7,9
25518,2,6,4,4
25565,4,11,12,6
25611,7,10,10,3
25658,8,8,6,2
25704,9,7,5,3
25750,6,3,2,0
25797,0,0,0,0
25843,3,0,0,0
25890,4,0,0,0
25936,4,0,0,0
25983,8,2,0,0
26029,9,3,0,0
26075,7,0,0,0
26122,5,0,0,0
26168,3,0,0,0
26215,0,0,0,0
26261,0,0,0,0
26308,2,0,0,0
26354,4,0,0,0
26401,5,1,0,0
26447,8,2,0,0
26493,9,2,0,0
26540,10,4,0,0
26586,9,2,0,0
26633,9,3,0,0
26679,8,1,0,0
26726,5,0,0,0
26772,5,2,0,0
26819,8,4,0,0
26865,7,0,0,0
26911,7,1,0,0
26958,6,3,0,0
27004,7,4,0,0
27051,8,4,0,0
27097,9,4,0,0
